"run_accession","experiment_accession","experiment_alias","bam_bytes","bam_ftp","bam_md5","base_count","broker_name","center_name","fastq_aspera","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_md5","first_created","first_public","instrument_model","instrument_platform","last_updated","library_layout","library_name","library_selection","library_source","library_strategy","nominal_length","nominal_sdev","read_count","experiment_title","run_alias","sample_accession","sample_alias","sample_title","scientific_name","secondary_sample_accession","secondary_study_accession","sra_aspera","sra_bytes","sra_ftp","sra_galaxy","sra_md5","study_accession","study_alias","study_title","submission_accession","submitted_aspera","submitted_bytes","submitted_format","submitted_ftp","submitted_galaxy","submitted_md5","tax_id"
"SRR4785835","SRX2316066","GSM2370993","","","","17042532435","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785835/SRR4785835_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785835/SRR4785835_2.fastq.gz","3235688110;3498065622","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785835/SRR4785835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785835/SRR4785835_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785835/SRR4785835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785835/SRR4785835_2.fastq.gz","954051b682ef01d10a86e5ffa711e1d0;1b731b0582f764b3533299fc1b4aa596","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","85384623","Illumina HiSeq 2000 sequencing: GSM2370993: healthy tissue 24 Homo sapiens RNA-Seq","GSM2370993_r1","SAMN05963925","GSM2370993","healthy tissue 24","Homo sapiens","SRS1772988","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/005/SRR4785835","5615027368","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785835","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785835","29ca7b61a19c1e05caa2b7b51cb51490","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785925","SRX2316156","GSM2371083","","","","15862236659","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785925/SRR4785925_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785925/SRR4785925_2.fastq.gz","2919161796;3217950153","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785925/SRR4785925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785925/SRR4785925_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785925/SRR4785925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785925/SRR4785925_2.fastq.gz","73f863a41a6236002c93f4373ee735f9;5db9b599d03e17799050843bcc541cdf","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","79264891","Illumina HiSeq 2000 sequencing: GSM2371083: rheumatoid arthritis tissue 48 Homo sapiens RNA-Seq","GSM2371083_r1","SAMN05963968","GSM2371083","rheumatoid arthritis tissue 48","Homo sapiens","SRS1773078","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/005/SRR4785925","4560892230","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785925","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785925","c80da6ea9ca41e879c0a5673ec8e62a5","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4786012","SRX2316243","GSM2371170","","","","17284207795","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/002/SRR4786012/SRR4786012_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/002/SRR4786012/SRR4786012_2.fastq.gz","3403095004;3994516680","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/002/SRR4786012/SRR4786012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/002/SRR4786012/SRR4786012_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/002/SRR4786012/SRR4786012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/002/SRR4786012/SRR4786012_2.fastq.gz","547104d772ce2f417c545cac5d931f33;a850af4d1463f5e606ce95af09468f44","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","87429353","Illumina HiSeq 2000 sequencing: GSM2371170: rheumatoid arthritis tissue 135 Homo sapiens RNA-Seq","GSM2371170_r1","SAMN05964061","GSM2371170","rheumatoid arthritis tissue 135","Homo sapiens","SRS1773165","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/002/SRR4786012","5924035223","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/002/SRR4786012","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/002/SRR4786012","8eae0522c5c9abc2fac746450d02c42a","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785836","SRX2316067","GSM2370994","","","","16377811546","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/006/SRR4785836/SRR4785836_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/006/SRR4785836/SRR4785836_2.fastq.gz","3094865132;3301355941","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785836/SRR4785836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785836/SRR4785836_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785836/SRR4785836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785836/SRR4785836_2.fastq.gz","f3607f8c04fe01118d006fe6ef2c756e;6f6b0cf5e5d185a5fc178ce7c9668ddb","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","82229803","Illumina HiSeq 2000 sequencing: GSM2370994: healthy tissue 25 Homo sapiens RNA-Seq","GSM2370994_r1","SAMN05963924","GSM2370994","healthy tissue 25","Homo sapiens","SRS1772989","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/006/SRR4785836","5862330952","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/006/SRR4785836","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/006/SRR4785836","4cfabcac76e61c948cec0ab9bce8c97c","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785928","SRX2316159","GSM2371086","","","","16970598214","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/008/SRR4785928/SRR4785928_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/008/SRR4785928/SRR4785928_2.fastq.gz","3214664671;3588540427","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4785928/SRR4785928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4785928/SRR4785928_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4785928/SRR4785928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4785928/SRR4785928_2.fastq.gz","08d93974ba076e08542eade01902d14d;c63b7e6636d321948eca81da2919d3f5","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","85084514","Illumina HiSeq 2000 sequencing: GSM2371086: rheumatoid arthritis tissue 51 Homo sapiens RNA-Seq","GSM2371086_r1","SAMN05963965","GSM2371086","rheumatoid arthritis tissue 51","Homo sapiens","SRS1773081","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/008/SRR4785928","5435547751","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/008/SRR4785928","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/008/SRR4785928","a337cc61d6f31009d33a2dfab2ad4615","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4786014","SRX2316245","GSM2371172","","","","16506635794","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/004/SRR4786014/SRR4786014_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/004/SRR4786014/SRR4786014_2.fastq.gz","3340028733;3907228412","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4786014/SRR4786014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4786014/SRR4786014_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4786014/SRR4786014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4786014/SRR4786014_2.fastq.gz","301a87d4f0a9aad6b54bfcee0bea5065;e3d7ce20c698838afeea920db2b378ab","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","83435376","Illumina HiSeq 2000 sequencing: GSM2371172: rheumatoid arthritis tissue 137 Homo sapiens RNA-Seq","GSM2371172_r1","SAMN05964059","GSM2371172","rheumatoid arthritis tissue 137","Homo sapiens","SRS1773167","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/004/SRR4786014","5609007404","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/004/SRR4786014","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/004/SRR4786014","a77da7d688caf4e0e8572f20967182d2","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4786015","SRX2316246","GSM2371173","","","","15993564676","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4786015/SRR4786015_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4786015/SRR4786015_2.fastq.gz","3104498620;3938548028","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4786015/SRR4786015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4786015/SRR4786015_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4786015/SRR4786015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4786015/SRR4786015_2.fastq.gz","f186d025d13ffd424b9ca5dfcd4d5a93;1618e2f577c4f87918193a4e880da6b2","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","81078041","Illumina HiSeq 2000 sequencing: GSM2371173: rheumatoid arthritis tissue 138 Homo sapiens RNA-Seq","GSM2371173_r1","SAMN05964058","GSM2371173","rheumatoid arthritis tissue 138","Homo sapiens","SRS1773170","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/005/SRR4786015","6055353971","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4786015","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4786015","7c3f82e5c923089a15ec61bb77e2dfe3","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785842","SRX2316073","GSM2371000","","","","18205393887","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/002/SRR4785842/SRR4785842_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/002/SRR4785842/SRR4785842_2.fastq.gz","3524207075;3912726650","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/002/SRR4785842/SRR4785842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/002/SRR4785842/SRR4785842_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/002/SRR4785842/SRR4785842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/002/SRR4785842/SRR4785842_2.fastq.gz","b8a32724820150ce28ec87dcb7bdad61;d92ea289ddc5ad009aca53e8bc27fbaa","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","91188241","Illumina HiSeq 2000 sequencing: GSM2371000: osteoarthritis tissue 3 Homo sapiens RNA-Seq","GSM2371000_r1","SAMN05964039","GSM2371000","osteoarthritis tissue 3","Homo sapiens","SRS1772995","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/002/SRR4785842","5424969147","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/002/SRR4785842","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/002/SRR4785842","eaeee2f970c4134dad5827723ac1644a","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785930","SRX2316161","GSM2371088","","","","16396624682","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/000/SRR4785930/SRR4785930_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/000/SRR4785930/SRR4785930_2.fastq.gz","3349664269;3526887244","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785930/SRR4785930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785930/SRR4785930_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785930/SRR4785930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785930/SRR4785930_2.fastq.gz","b66a185110b0c1de0b00988a5cfc2b9b;efb49b9a2bcd1f0217a2312b254cb8e4","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","82198305","Illumina HiSeq 2000 sequencing: GSM2371088: rheumatoid arthritis tissue 53 Homo sapiens RNA-Seq","GSM2371088_r1","SAMN05963963","GSM2371088","rheumatoid arthritis tissue 53","Homo sapiens","SRS1773082","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/000/SRR4785930","5312567769","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4785930","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4785930","a508f5c7a5e0544f72b2ed8f1be47eb6","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4786018","SRX2316249","GSM2371176","","","","16776416427","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/008/SRR4786018/SRR4786018_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/008/SRR4786018/SRR4786018_2.fastq.gz","3489626360;4071786085","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4786018/SRR4786018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4786018/SRR4786018_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4786018/SRR4786018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4786018/SRR4786018_2.fastq.gz","73407dd3820a8820a24b215ae3af02df;4ad71d074b46e3769a0152ce4d2e9f4b","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","85014629","Illumina HiSeq 2000 sequencing: GSM2371176: rheumatoid arthritis tissue 141 Homo sapiens RNA-Seq","GSM2371176_r1","SAMN05964055","GSM2371176","rheumatoid arthritis tissue 141","Homo sapiens","SRS1773171","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/008/SRR4786018","6038560213","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/008/SRR4786018","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/008/SRR4786018","53aeaf72677298f1a2bb315535703198","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4786020","SRX2316251","GSM2371178","","","","17482554526","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/000/SRR4786020/SRR4786020_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/000/SRR4786020/SRR4786020_2.fastq.gz","3735297095;4212772104","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4786020/SRR4786020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4786020/SRR4786020_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4786020/SRR4786020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4786020/SRR4786020_2.fastq.gz","51efb66e0e5edbbbaae5f3e0652a1eda;a640588a5a60b1ebf14c003190945c47","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","88698482","Illumina HiSeq 2000 sequencing: GSM2371178: rheumatoid arthritis tissue 143 Homo sapiens RNA-Seq","GSM2371178_r1","SAMN05964053","GSM2371178","rheumatoid arthritis tissue 143","Homo sapiens","SRS1773173","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/000/SRR4786020","6252730889","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4786020","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4786020","fef1544d93ec8f6b3463ef2121b204af","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785934","SRX2316165","GSM2371092","","","","17446788190","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/004/SRR4785934/SRR4785934_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/004/SRR4785934/SRR4785934_2.fastq.gz","3288389104;3495736642","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785934/SRR4785934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785934/SRR4785934_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785934/SRR4785934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785934/SRR4785934_2.fastq.gz","906ee56728f98056995418de6c18f56b;96694cb34178e37d5e7f79f98554dbb2","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","87251998","Illumina HiSeq 2000 sequencing: GSM2371092: rheumatoid arthritis tissue 57 Homo sapiens RNA-Seq","GSM2371092_r1","SAMN05963959","GSM2371092","rheumatoid arthritis tissue 57","Homo sapiens","SRS1773087","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/004/SRR4785934","4951883504","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/004/SRR4785934","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/004/SRR4785934","6d4f8b6bb5ae2d45688f45db9fc1c916","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785844","SRX2316075","GSM2371002","","","","17183675418","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/004/SRR4785844/SRR4785844_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/004/SRR4785844/SRR4785844_2.fastq.gz","3390079155;3931828766","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785844/SRR4785844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785844/SRR4785844_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785844/SRR4785844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785844/SRR4785844_2.fastq.gz","fcefe4795ce7c80e513fc5032674e802;6570103cb690cda38156c5d0258df625","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","86185747","Illumina HiSeq 2000 sequencing: GSM2371002: osteoarthritis tissue 5 Homo sapiens RNA-Seq","GSM2371002_r1","SAMN05964037","GSM2371002","osteoarthritis tissue 5","Homo sapiens","SRS1772996","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/004/SRR4785844","5428646529","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/004/SRR4785844","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/004/SRR4785844","81ffbcab571c477dd19ca471ac57a18c","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4786025","SRX2316256","GSM2371183","","","","17005707555","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4786025/SRR4786025_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4786025/SRR4786025_2.fastq.gz","3377464018;4193007468","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4786025/SRR4786025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4786025/SRR4786025_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4786025/SRR4786025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4786025/SRR4786025_2.fastq.gz","f8a87c604eab7aba72f267af9beaaadc;e9d489d05cd18147ff5963abe0485da5","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","85914129","Illumina HiSeq 2000 sequencing: GSM2371183: rheumatoid arthritis tissue 148 Homo sapiens RNA-Seq","GSM2371183_r1","SAMN05964048","GSM2371183","rheumatoid arthritis tissue 148","Homo sapiens","SRS1773179","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/005/SRR4786025","6024769020","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4786025","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4786025","ba60ed1a430a19fc3ffd9b64fadb78a2","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4786027","SRX2316258","GSM2371185","","","","17394977835","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/007/SRR4786027/SRR4786027_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/007/SRR4786027/SRR4786027_2.fastq.gz","3498202020;4232355501","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4786027/SRR4786027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4786027/SRR4786027_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4786027/SRR4786027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4786027/SRR4786027_2.fastq.gz","47c941ae8e1ca65d7ddba7d1134e90df;13ca276bbd5e43ea09d93f72464faf0f","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","87983978","Illumina HiSeq 2000 sequencing: GSM2371185: rheumatoid arthritis tissue 150 Homo sapiens RNA-Seq","GSM2371185_r1","SAMN05964046","GSM2371185","rheumatoid arthritis tissue 150","Homo sapiens","SRS1773180","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/007/SRR4786027","6093423258","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/007/SRR4786027","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/007/SRR4786027","ec7c2447b18406721a7a01c46467fed8","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785939","SRX2316170","GSM2371097","","","","17124154347","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/009/SRR4785939/SRR4785939_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/009/SRR4785939/SRR4785939_2.fastq.gz","3531404043;3740432980","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785939/SRR4785939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785939/SRR4785939_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785939/SRR4785939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785939/SRR4785939_2.fastq.gz","e91ead0203bdb9d1f9183dae4dc1283f;adf988a75335b60148a7ca3c5791723e","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","85842430","Illumina HiSeq 2000 sequencing: GSM2371097: rheumatoid arthritis tissue 62 Homo sapiens RNA-Seq","GSM2371097_r1","SAMN05963948","GSM2371097","rheumatoid arthritis tissue 62","Homo sapiens","SRS1773091","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/009/SRR4785939","5346026320","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/009/SRR4785939","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/009/SRR4785939","b14ca7cf20fa0daf141a98fd5ef66868","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785847","SRX2316078","GSM2371005","","","","16624908707","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/007/SRR4785847/SRR4785847_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/007/SRR4785847/SRR4785847_2.fastq.gz","3234042678;3818951124","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785847/SRR4785847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785847/SRR4785847_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785847/SRR4785847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785847/SRR4785847_2.fastq.gz","a5f351f0c9ee6535ac79d28316e62a87;2b0d632c5d89390f8b31034c22cf25ad","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","83649009","Illumina HiSeq 2000 sequencing: GSM2371005: osteoarthritis tissue 8 Homo sapiens RNA-Seq","GSM2371005_r1","SAMN05964034","GSM2371005","osteoarthritis tissue 8","Homo sapiens","SRS1773000","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/007/SRR4785847","5855944345","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/007/SRR4785847","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/007/SRR4785847","2e3426bc4d08859fe878cca972211084","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
