task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
100	0c/906a36	69774	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:17:28.002	1.2s	0ms	98.5%	12.3 MB	36.2 MB	3.9 MB	119.5 KB
102	ce/7eb99f	68569	NFCORE_RNASEQ:RNASEQ:DUPRADAR (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:17:24.385	5.3s	4s	108.7%	267.6 MB	1.5 GB	37.7 MB	96 KB
90	f4/4c4073	62311	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:TXIMPORT	COMPLETED	0	2024-07-04 09:17:08.433	23.1s	21s	79.3%	414.1 MB	1.5 GB	69.2 MB	75.5 KB
101	e9/7afbc1	70132	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:17:29.206	2.7s	1s	108.5%	12.9 MB	43.8 MB	7.7 MB	898.4 KB
106	67/5ff169	71264	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (WT_REP2)	COMPLETED	0	2024-07-04 09:17:31.902	1.2s	0ms	139.1%	3.1 MB	5.4 MB	288.9 KB	232.7 KB
104	0d/974209	71064	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:17:31.520	2.4s	0ms	94.8%	16.3 MB	274.5 MB	3.9 MB	8.3 KB
105	34/5029c7	71720	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (WT_REP2)	COMPLETED	0	2024-07-04 09:17:33.094	1.4s	0ms	110.3%	3 MB	5.4 MB	227.1 KB	170.9 KB
103	7a/69fc36	70368	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:17:29.729	5.4s	3s	282.2%	359.1 MB	8.1 GB	22 MB	6.2 MB
108	45/b91031	71908	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (WT_REP2)	COMPLETED	0	2024-07-04 09:17:33.923	2.8s	2s	173.4%	37.8 MB	1 GB	20.3 MB	1.6 KB
109	42/99afd5	72192	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WT_REP2)	COMPLETED	0	2024-07-04 09:17:34.479	3.3s	2s	169.7%	53.7 MB	1 GB	26.1 MB	36.5 KB
107	37/26e8c8	72574	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WT_REP2)	COMPLETED	0	2024-07-04 09:17:35.176	3.1s	1s	170.5%	115.1 MB	2.1 GB	26.1 MB	27.2 KB
110	34/90acc6	73208	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (WT_REP2)	COMPLETED	0	2024-07-04 09:17:36.689	3.8s	3s	139.9%	59.2 MB	1 GB	26.1 MB	1.8 MB
112	33/2c30af	73581	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (WT_REP2)	COMPLETED	0	2024-07-04 09:17:37.810	3.2s	2s	161.7%	116.1 MB	2.1 GB	26.2 MB	90 KB
111	2e/f17f15	73664	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (WT_REP2)	COMPLETED	0	2024-07-04 09:17:38.306	2.9s	1s	149.6%	33.2 MB	1 GB	20.2 MB	754 B
113	e5/d1ebd9	74703	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (WT_REP2)	COMPLETED	0	2024-07-04 09:17:40.487	2.8s	1s	165.7%	37.4 MB	1 GB	20.2 MB	1.2 KB
117	79/0e1e71	74880	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:17:41.031	2.8s	2s	163.6%	39.1 MB	1 GB	20.4 MB	764 B
115	44/e48d91	74979	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:17:41.203	2.7s	2s	160.8%	33.4 MB	1 GB	20.4 MB	1.2 KB
116	cf/069548	75946	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:17:43.259	2.9s	2s	169.2%	130.4 MB	2.1 GB	26.4 MB	89.1 KB
121	64/46f90f	76100	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:17:43.879	3.2s	2s	158.0%	53.8 MB	1 GB	26.3 MB	27.3 KB
118	22/53d953	76164	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:17:43.955	3.3s	2s	160.1%	61.8 MB	1 GB	26.3 MB	33.7 KB
119	4d/7d544f	77437	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:17:47.122	2.7s	2s	156.3%	39.7 MB	1 GB	20.5 MB	1.6 KB
120	92/393c67	77176	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:17:46.211	4s	2s	159.3%	64.6 MB	1 GB	26.3 MB	1.8 MB
122	63/5afcab	78831	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SE_GENE (tx2gene.tsv)	COMPLETED	0	2024-07-04 09:17:49.842	9.8s	8s	111.3%	404.3 MB	1.5 GB	48.5 MB	13.5 KB
124	98/0cb568	78960	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SE_GENE_LENGTH_SCALED (tx2gene.tsv)	COMPLETED	0	2024-07-04 09:17:50.245	9.7s	8s	110.7%	405.8 MB	1.5 GB	48.5 MB	15.8 KB
125	03/4d7dbb	77512	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SE_GENE_SCALED (tx2gene.tsv)	COMPLETED	0	2024-07-04 09:17:47.274	13s	11s	90.0%	419.6 MB	1.5 GB	48.5 MB	15.8 KB
128	3a/8fd5a1	82698	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:18:00.322	1.2s	0ms	104.3%	3 MB	5.4 MB	312 KB	255.7 KB
127	b3/75a5ed	83686	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:18:01.557	1.1s	0ms	126.3%	2.9 MB	5.4 MB	250.2 KB	194 KB
129	d2/6e7138	84078	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (WT_REP2)	COMPLETED	0	2024-07-04 09:18:02.689	1.3s	0ms	88.9%	9.8 MB	24.5 MB	754.4 KB	114.3 KB
130	91/f74b31	84081	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:18:02.694	1.5s	0ms	102.1%	11.9 MB	17.3 MB	831.8 KB	1.5 KB
131	bb/1f9b46	84593	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (WT_REP2)	COMPLETED	0	2024-07-04 09:18:03.947	1.2s	0ms	105.3%	9.8 MB	24.5 MB	569.2 KB	100.2 KB
132	1c/d8bc66	84697	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:18:04.153	1.2s	0ms	117.6%	3.1 MB	5.4 MB	823.5 KB	120 KB
133	4b/a6a6d9	85253	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:18:05.199	1.2s	1s	100.0%	3.1 MB	5.4 MB	638.4 KB	105.4 KB
126	b1/0dea23	82363	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SE_TRANSCRIPT (tx2gene.tsv)	COMPLETED	0	2024-07-04 09:17:59.625	10.2s	9s	110.4%	415.1 MB	1.5 GB	48.5 MB	13.5 KB
123	cc/c02d0e	82484	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_PSEUDO	COMPLETED	0	2024-07-04 09:17:59.993	19.6s	18s	82.1%	528.4 MB	1.6 GB	68.4 MB	55.6 KB
77	51/2c3a3a	58982	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (WT_REP1)	COMPLETED	0	2024-07-04 09:17:01.925	1m 41s	1m 40s	153.5%	655.4 MB	4.3 GB	98.6 MB	23.6 MB
134	31/68684a	88109	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (WT_REP1)	COMPLETED	0	2024-07-04 09:18:42.580	1.6s	0ms	175.7%	29.6 MB	1.7 GB	12.9 MB	6.3 MB
137	09/e37085	88561	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (WT_REP1)	COMPLETED	0	2024-07-04 09:18:44.189	1.3s	0ms	105.3%	6.5 MB	220.9 MB	6.4 MB	7.2 KB
135	87/b842e0	88129	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (WT_REP1)	COMPLETED	0	2024-07-04 09:18:42.593	3.5s	2s	133.0%	967.7 MB	1.1 GB	11.2 MB	30.5 KB
141	e5/b32f7a	89154	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_UNINDUCED_REP2)	COMPLETED	0	2024-07-04 09:18:45.503	1.6s	0ms	112.0%	8.9 MB	220.9 MB	3 MB	5.3 KB
138	5d/a0206a	89183	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_UNINDUCED_REP1)	COMPLETED	0	2024-07-04 09:18:45.529	1.9s	0ms	63.2%	3.1 MB	5.4 MB	109.8 KB	4.9 KB
142	02/3eceef	89193	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_REP2)	COMPLETED	0	2024-07-04 09:18:45.538	1.9s	0ms	97.3%	6.4 MB	220.9 MB	3.2 MB	5.3 KB
144	aa/8cfdda	89591	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_REP2)	COMPLETED	0	2024-07-04 09:18:46.161	1.6s	0ms	100.0%	3 MB	5.4 MB	109.9 KB	4.9 KB
140	45/d125fc	90192	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_UNINDUCED_REP1)	COMPLETED	0	2024-07-04 09:18:47.078	1.5s	0ms	133.3%	3 MB	5.4 MB	1.6 MB	5.3 KB
143	75/bde158	90580	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2024-07-04 09:18:47.433	1.6s	0ms	82.8%	3.1 MB	5.4 MB	110.4 KB	4.9 KB
139	b5/91bfe5	90604	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_UNINDUCED_REP1)	COMPLETED	0	2024-07-04 09:18:47.461	2s	0ms	94.5%	7.2 MB	222.4 MB	1.6 MB	49.8 KB
146	6d/97239d	90731	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:18:47.788	1.7s	0ms	83.6%	6.5 MB	220.9 MB	3.4 MB	5.3 KB
149	03/c63928	91602	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_REP1)	COMPLETED	0	2024-07-04 09:18:49.033	1.4s	0ms	114.3%	3.1 MB	5.4 MB	111 KB	4.9 KB
148	83/510d5a	91242	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_REP2)	COMPLETED	0	2024-07-04 09:18:48.639	1.9s	1s	111.7%	7.2 MB	222.3 MB	3.2 MB	79.7 KB
145	10/b15a3c	91825	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:18:49.484	1.6s	0ms	88.9%	3 MB	5.4 MB	110 KB	4.9 KB
147	64/80657b	91759	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2024-07-04 09:18:49.419	2s	0ms	103.1%	7.2 MB	222.4 MB	3 MB	54.2 KB
136	7c/c00390	88556	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (WT_REP1)	COMPLETED	0	2024-07-04 09:18:44.183	7.4s	6s	189.2%	1.9 GB	7.7 GB	30.5 MB	7.5 MB
152	ce/0d6e96	92699	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_REP1)	COMPLETED	0	2024-07-04 09:18:50.511	1.8s	0ms	133.3%	6.6 MB	220.9 MB	6.4 MB	5.3 KB
150	b4/f94f44	92614	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:18:50.456	2s	0ms	127.4%	7.4 MB	222.3 MB	3.4 MB	78.5 KB
151	a8/c3ae6e	93080	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_REP1)	COMPLETED	0	2024-07-04 09:18:51.126	2.1s	0ms	123.3%	7.1 MB	222.3 MB	6.4 MB	78.6 KB
153	2d/fab374	93218	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:TX2GENE (genome_gfp.gtf)	COMPLETED	0	2024-07-04 09:18:51.426	1.9s	0ms	105.9%	13.2 MB	18.4 MB	1.3 MB	3.3 KB
156	3d/2f490f	93339	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (WT_REP1)	COMPLETED	0	2024-07-04 09:18:51.571	2.1s	1s	103.3%	2.9 MB	5.4 MB	7.1 MB	121.1 KB
157	7c/09fd08	93731	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WT_REP1)	COMPLETED	0	2024-07-04 09:18:52.274	1.5s	0ms	113.0%	6.8 MB	220.9 MB	6.9 MB	7.3 KB
169	b8/214e87	95410	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_UNINDUCED_REP1)	COMPLETED	0	2024-07-04 09:18:54.815	1.1s	0ms	74.1%	7 MB	220.9 MB	1.7 MB	5.3 KB
159	e4/58356c	94693	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (WT_REP1)	COMPLETED	0	2024-07-04 09:18:53.809	2.5s	0ms	98.5%	23 MB	274.5 MB	7.2 MB	8.8 KB
155	b2/149164	94468	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WT_REP1)	COMPLETED	0	2024-07-04 09:18:53.301	3.3s	1s	108.1%	12.9 MB	43.8 MB	14.3 MB	1.1 MB
174	9d/58ec1a	95959	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_UNINDUCED_REP2)	COMPLETED	0	2024-07-04 09:18:55.878	1.5s	0ms	91.8%	6.6 MB	220.9 MB	3.2 MB	5.3 KB
175	b9/f97e09	96717	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_REP2)	COMPLETED	0	2024-07-04 09:18:57.343	1.2s	0ms	111.1%	6.8 MB	220.9 MB	3.5 MB	5.3 KB
158	05/738704	93910	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT_REP1)	COMPLETED	0	2024-07-04 09:18:52.437	6.3s	5s	119.3%	230.4 MB	1.5 GB	50.6 MB	98.2 KB
168	7c/1c6621	97857	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_UNINDUCED_REP1)	COMPLETED	0	2024-07-04 09:18:58.536	1.5s	0ms	110.1%	7.5 MB	222.4 MB	1.7 MB	49.8 KB
170	e7/81c90d	97963	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_UNINDUCED_REP1)	COMPLETED	0	2024-07-04 09:18:58.747	1.5s	0ms	106.7%	3.1 MB	5.4 MB	119.5 KB	4.9 KB
161	bb/757ce3	96254	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WT_REP1)	COMPLETED	0	2024-07-04 09:18:56.606	3.9s	2s	125.9%	51.9 MB	1 GB	29.6 MB	27.3 KB
154	ac/b77812	94613	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WT_REP1)	COMPLETED	0	2024-07-04 09:18:53.704	7.5s	5s	239.2%	458.7 MB	8.3 GB	30.7 MB	11.6 MB
176	3c/9061cf	98670	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:19:00.024	1.5s	1s	133.3%	6.8 MB	220.9 MB	3.7 MB	5.3 KB
171	fe/ece36b	98777	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2024-07-04 09:19:00.220	1.6s	0ms	114.9%	7.4 MB	222.3 MB	3.2 MB	54.2 KB
177	6d/b2da00	99579	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_REP2)	COMPLETED	0	2024-07-04 09:19:01.553	1.6s	0ms	89.6%	7.6 MB	222.4 MB	3.5 MB	79.7 KB
172	11/cfdd76	99717	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2024-07-04 09:19:01.860	1.4s	0ms	128.0%	3.1 MB	5.4 MB	122.5 KB	4.9 KB
179	d4/96626a	100389	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:19:03.135	1.3s	0ms	118.5%	3.1 MB	5.4 MB	122.5 KB	4.9 KB
164	97/f8cbe1	99393	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (WT_REP1)	COMPLETED	0	2024-07-04 09:19:01.215	3.3s	1s	154.0%	49.7 MB	1 GB	23.6 MB	755 B
173	da/9da8ce	100477	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_REP2)	COMPLETED	0	2024-07-04 09:19:03.225	1.4s	0ms	109.1%	3 MB	5.4 MB	121.8 KB	4.9 KB
180	c7/aad7bf	101241	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_REP1)	COMPLETED	0	2024-07-04 09:19:04.436	1.5s	0ms	123.1%	3 MB	5.4 MB	121.8 KB	4.9 KB
163	e1/047db6	98916	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (WT_REP1)	COMPLETED	0	2024-07-04 09:19:00.466	5.6s	4s	135.4%	67 MB	1 GB	29.6 MB	3.2 MB
181	2b/4fff1b	101373	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_REP1)	COMPLETED	0	2024-07-04 09:19:04.666	1.6s	0ms	120.9%	7 MB	220.9 MB	6.9 MB	5.3 KB
178	16/974d9e	102190	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_IAA_30M_REP1)	COMPLETED	0	2024-07-04 09:19:05.978	1.7s	1s	100.5%	7.5 MB	222.4 MB	3.7 MB	78.5 KB
166	f3/ae9824	101306	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (WT_REP1)	COMPLETED	0	2024-07-04 09:19:04.527	3.5s	2s	152.5%	51.6 MB	1 GB	23.6 MB	1.2 KB
182	0e/f9410f	102314	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_REP1)	COMPLETED	0	2024-07-04 09:19:06.308	1.8s	0ms	107.3%	7.2 MB	222.4 MB	6.9 MB	78.6 KB
183	4e/029878	103138	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (WT_REP1)	COMPLETED	0	2024-07-04 09:19:07.647	1.5s	0ms	109.1%	11.5 MB	16.5 MB	831.6 KB	1.5 KB
162	7a/9b3bbb	102253	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (WT_REP1)	COMPLETED	0	2024-07-04 09:19:06.065	3.1s	1s	151.1%	50.3 MB	1 GB	23.7 MB	1.6 KB
185	cd/5b3817	103892	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (WT_REP1)	COMPLETED	0	2024-07-04 09:19:09.157	1.2s	1s	69.6%	3.1 MB	5.4 MB	303 KB	246.8 KB
184	f1/842f32	104387	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (WT_REP1)	COMPLETED	0	2024-07-04 09:19:10.396	1.1s	0ms	64.9%	3 MB	5.4 MB	353.3 KB	297.1 KB
167	cf/8238f5	103221	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WT_REP1)	COMPLETED	0	2024-07-04 09:19:07.993	3.6s	2s	175.6%	69.9 MB	1 GB	29.6 MB	57.5 KB
165	b3/a3ed95	103848	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (WT_REP1)	COMPLETED	0	2024-07-04 09:19:09.102	3.3s	1s	174.4%	108.5 MB	2.1 GB	29.6 MB	104.8 KB
160	ac/ca36cc	96147	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:TXIMPORT	COMPLETED	0	2024-07-04 09:18:56.349	16.5s	15s	105.1%	464.5 MB	1.5 GB	69.2 MB	75.5 KB
187	f0/671c76	104908	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (WT_REP1)	COMPLETED	0	2024-07-04 09:19:11.576	1.5s	0ms	117.6%	9.8 MB	24.5 MB	947.8 KB	131.6 KB
186	c5/5482c0	104898	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (WT_REP1)	COMPLETED	0	2024-07-04 09:19:11.549	1.5s	0ms	103.2%	9.8 MB	24.5 MB	796.7 KB	118.7 KB
191	eb/f6cb90	105605	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_GENE_SCALED (tx2gene.tsv)	COMPLETED	0	2024-07-04 09:19:13.080	9.8s	8s	111.6%	411.8 MB	1.5 GB	48.5 MB	15.8 KB
190	ff/8f3a4b	105496	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_GENE_LENGTH_SCALED (tx2gene.tsv)	COMPLETED	0	2024-07-04 09:19:12.893	10.3s	8s	107.8%	414.1 MB	1.5 GB	48.5 MB	15.8 KB
188	43/62b900	105478	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_GENE (tx2gene.tsv)	COMPLETED	0	2024-07-04 09:19:12.877	10.5s	8s	107.4%	406.1 MB	1.5 GB	48.5 MB	13.5 KB
189	24/72ad75	105492	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_STAR_SALMON	COMPLETED	0	2024-07-04 09:19:12.888	15.3s	13s	109.8%	675.2 MB	1.7 GB	68.4 MB	55.6 KB
